hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa,"Gross domestic product, constant prices","Gross domestic product per capita, constant prices","Gross domestic product per capita, current prices",Gross domestic product based on purchasing-power-parity (PPP) share of world total,"Inflation, average consumer prices",Volume of imports of goods and services,Volume of exports of goods and services,Unemployment rate,Current account balance,Date,GSPC.Close
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,5,110.82,109.78,2.752,38277.58,26364.19,19.716,2.97,8.646,3.268,6.908,-1.237,01-05-1993,450.1900024
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,6,111.91,110.48,2.752,38277.58,26364.19,19.716,2.97,8.646,3.268,6.908,-1.237,01-06-1993,450.5299988
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,7,112.14,110.88,2.752,38277.58,26364.19,19.716,2.97,8.646,3.268,6.908,-1.237,01-07-1993,448.1300049
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,8,112.6,111.38,2.752,38277.58,26364.19,19.716,2.97,8.646,3.268,6.908,-1.237,01-08-1993,463.5599976
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,9,113.1,112.14,2.752,38277.58,26364.19,19.716,2.97,8.646,3.268,6.908,-1.237,01-09-1993,458.9299927
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,10,113.22,112.36,2.752,38277.58,26364.19,19.716,2.97,8.646,3.268,6.908,-1.237,01-10-1993,467.8299866
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,11,113.53,112.89,2.752,38277.58,26364.19,19.716,2.97,8.646,3.268,6.908,-1.237,01-11-1993,461.7900085
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1993,12,113.79,113.45,2.752,38277.58,26364.19,19.716,2.97,8.646,3.268,6.908,-1.237,01-12-1993,466.4500122
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,1,113.98,114.13,4.029,39339,27674.02,19.925,2.596,11.923,8.836,6.1,-1.669,01-01-1994,481.6099854
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,2,114.37,114.38,4.029,39339,27674.02,19.925,2.596,11.923,8.836,6.1,-1.669,01-02-1994,467.1400146
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,3,115.1,114.78,4.029,39339,27674.02,19.925,2.596,11.923,8.836,6.1,-1.669,01-03-1994,445.769989
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,4,116.31,115.49,4.029,39339,27674.02,19.925,2.596,11.923,8.836,6.1,-1.669,01-04-1994,450.9100037
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,5,117.14,116.02,4.029,39339,27674.02,19.925,2.596,11.923,8.836,6.1,-1.669,01-05-1994,456.5
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,6,117.86,116.32,4.029,39339,27674.02,19.925,2.596,11.923,8.836,6.1,-1.669,01-06-1994,444.269989
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,7,117.88,116.52,4.029,39339,27674.02,19.925,2.596,11.923,8.836,6.1,-1.669,01-07-1994,458.2600098
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,8,118.32,117.01,4.029,39339,27674.02,19.925,2.596,11.923,8.836,6.1,-1.669,01-08-1994,475.4899902
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,9,118.37,117.32,4.029,39339,27674.02,19.925,2.596,11.923,8.836,6.1,-1.669,01-09-1994,462.7099915
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,10,118.95,118.02,4.029,39339,27674.02,19.925,2.596,11.923,8.836,6.1,-1.669,01-10-1994,472.3500061
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,11,119.12,118.48,4.029,39339,27674.02,19.925,2.596,11.923,8.836,6.1,-1.669,01-11-1994,453.6900024
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1994,12,118.84,118.53,4.029,39339,27674.02,19.925,2.596,11.923,8.836,6.1,-1.669,01-12-1994,459.269989
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,1,119.06,119.31,2.684,39919.87,28671.48,19.741,2.805,8.003,10.274,5.592,-1.487,01-01-1995,470.4200134
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,2,119.91,119.9,2.684,39919.87,28671.48,19.741,2.805,8.003,10.274,5.592,-1.487,01-02-1995,487.3900146
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,3,120.44,120.12,2.684,39919.87,28671.48,19.741,2.805,8.003,10.274,5.592,-1.487,01-03-1995,500.7099915
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,4,121.66,120.81,2.684,39919.87,28671.48,19.741,2.805,8.003,10.274,5.592,-1.487,01-04-1995,514.710022
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,5,121.99,120.77,2.684,39919.87,28671.48,19.741,2.805,8.003,10.274,5.592,-1.487,01-05-1995,533.4000244
traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,1995,6,123.2,121.58,2.684,39919.87,28671.48,19.741,2.805,8.003,10.274,5.592,-1.487,01-06-1995,544.75
